x,y,tempo
102.399776463741,661.201699219277,14:51:45:007
102.062619840835,662.166750367691,14:51:45:018
102.603578428238,662.549134151164,14:51:45:029
101.919275781681,662.88715808894,14:51:45:041
102.090997156283,663.156778239408,14:51:45:052
102.27838884703,663.300848948028,14:51:45:066
102.539594496654,663.336537576985,14:51:45:074
102.599716573026,662.912167718236,14:51:45:091
103.01505998748,660.517321530003,14:51:45:096
102.823369366735,658.663399897028,14:51:45:108
102.800137208873,657.10237897186,14:51:45:118
102.706664630721,657.692258813924,14:51:45:130
102.734432964137,656.836932706321,14:51:45:141
102.356585559741,656.765042688447,14:51:45:151
102.618783876615,657.303457716932,14:51:45:163
102.750958225521,656.868033640372,14:51:45:175
102.796245874223,656.636164743834,14:51:45:185
102.82408784308,655.203966244056,14:51:45:196
103.120378604557,653.840427404614,14:51:45:208
103.475547560636,651.448003616199,14:51:45:219
103.319176553139,655.85391184911,14:51:45:230
104.271799002114,655.165751149532,14:51:45:241
105.159202046309,655.375344440608,14:51:45:252
105.924931832871,655.633228059686,14:51:45:263
106.249175236691,654.740529873089,14:51:45:275
106.287091925695,653.384368751644,14:51:45:285
105.486774649193,650.502431726911,14:51:45:297
108.740962245867,635.107040338092,14:51:45:307
111.38234175031,625.082576160076,14:51:45:321
131.246216776053,406.787623974713,14:51:45:334
135.72771888974,355.738265649391,14:51:45:348
137.963445445606,334.597364331165,14:51:45:355
138.917061374671,322.702369672449,14:51:45:366
139.728858081996,311.855670660055,14:51:45:376
140.45990413343,301.690954405694,14:51:45:387
142.217299769239,278.095114105843,14:51:45:403
146.235739227384,239.884789516324,14:51:45:409
149.245433089142,221.124538993604,14:51:45:420
149.83802975165,222.950190180565,14:51:45:432
151.616303169185,220.836565399224,14:51:45:442
149.359236185927,220.346721083958,14:51:45:451
149.641930713756,216.824243773765,14:51:45:462
149.14236242813,216.230958273791,14:51:45:475
148.694152142176,215.397680543101,14:51:45:485
148.435304206675,215.416945144554,14:51:45:498
148.845079270061,215.986623932816,14:51:45:508
148.974662209543,215.796097058532,14:51:45:519
148.327850198047,215.09190997024,14:51:45:529
147.781635228746,214.682278327007,14:51:45:540
147.700415173693,214.330592056657,14:51:45:551
149.535806777712,214.043253344424,14:51:45:563
148.952848648305,214.099018026794,14:51:45:574
147.926119159426,214.317818952952,14:51:45:587
146.55296787216,214.233691559505,14:51:45:596
145.849511161002,214.118268583172,14:51:45:607
145.247424994077,214.053482651576,14:51:45:618
144.067994028223,214.370506393653,14:51:45:629
144.23992271566,214.453946818065,14:51:45:641
144.154275688488,214.609861869229,14:51:45:651
144.11096024801,214.752589380362,14:51:45:664
143.907078235594,215.131857503255,14:51:45:674
143.195872089437,215.661600834389,14:51:45:684
143.357719770581,215.779291845741,14:51:45:696
143.549736953044,216.806558242827,14:51:45:707
146.345412820012,220.475732326869,14:51:45:718
146.133425707528,220.586058805982,14:51:45:733
145.753167379378,220.133418204818,14:51:45:741
145.655838289086,220.096853487224,14:51:45:752
145.818300744318,220.014576485427,14:51:45:763
146.935825260043,220.755328207258,14:51:45:774
147.155331450886,221.016114216245,14:51:45:787
146.424634904442,221.046434037882,14:51:45:796
145.112610819307,226.414958717344,14:51:45:843
141.683084325057,240.988305389853,14:51:45:849
139.515151700717,250.351669042773,14:51:45:851
119.551335491032,343.697810187718,14:51:45:853
115.431354197239,441.765827857573,14:51:45:855
114.524573394069,478.450672065093,14:51:45:862
113.522182033581,510.768188543385,14:51:45:873
113.145465038355,535.411232073525,14:51:45:884
110.701315526349,590.096690042391,14:51:45:895
113.311614668418,609.079607844067,14:51:45:907
114.076287506663,616.851633597007,14:51:45:918
114.157778785258,618.393551973334,14:51:45:929
114.326194324926,617.914255734442,14:51:45:940
114.730770980323,618.873301024876,14:51:45:951
115.328961290568,619.614115022716,14:51:45:962
116.00215039191,620.331175132991,14:51:45:973
116.945411161849,621.343069758917,14:51:45:984
118.882481415859,622.771967893565,14:51:45:995
120.175384567771,623.245750552205,14:51:46:006
121.936158588981,624.543207810506,14:51:46:019
123.329608104227,625.521262449848,14:51:46:028
127.144704372681,628.31398158064,14:51:46:040
128.292988011428,628.892281778623,14:51:46:051
129.173457748285,630.134996201467,14:51:46:062
129.357161256624,630.134485877139,14:51:46:074
130.631175364232,631.345229931818,14:51:46:084
130.963815326667,631.838083215203,14:51:46:094
130.584855609336,631.923274324893,14:51:46:106
131.147755535764,633.243781176084,14:51:46:117
117.989311920781,619.232152492298,14:51:46:128
114.295555476619,615.670883418161,14:51:46:140
111.354483032027,612.753780911416,14:51:46:151
95.8995581947446,607.140431310919,14:51:46:163
91.6876481006114,605.02389350317,14:51:46:173
90.2963543831819,610.842259666417,14:51:46:184
88.1681437706923,619.639243287134,14:51:46:195
83.6116133612933,639.568006443247,14:51:46:206
79.6425861225928,643.095272473618,14:51:46:216
78.9304772498423,645.123541879412,14:51:46:228
79.3932298600227,646.973971192644,14:51:46:239
79.4119231026201,647.97654401115,14:51:46:250
77.9824182486761,656.349332402894,14:51:46:261
75.9773133651956,657.870906132862,14:51:46:273
75.8735304538456,657.706249666645,14:51:46:283
73.4350661537045,655.353048484163,14:51:46:295
70.7563284058928,654.830674129163,14:51:46:306
71.3335925950984,655.772044053035,14:51:46:321
69.2124470065267,654.712859292424,14:51:46:329
69.0465501462961,654.341924831204,14:51:46:340
68.201814507031,653.454991391837,14:51:46:353
67.4755902057358,652.720050719242,14:51:46:362
65.6869130289425,654.182276818749,14:51:46:373
65.6126466563907,654.095816398676,14:51:46:399
65.351449943081,654.329881185359,14:51:46:401
