x,y,tempo
1135.00162154547,108.42425607999,16:51:23:000
1135.38027839834,108.736553122529,16:51:23:011
1136.33352317208,110.312627218931,16:51:23:021
1136.74031699212,110.798399026806,16:51:23:041
1136.68949277,110.533185742809,16:51:23:058
1136.81192360412,110.549098202794,16:51:23:072
1137.41082223519,111.303097856994,16:51:23:075
1139.18623097673,113.01363672352,16:51:23:078
1139.792373852,113.508943685888,16:51:23:090
1140.1151554837,113.280462671001,16:51:23:102
1140.04005486292,113.393984953525,16:51:23:111
1139.78144350183,114.044730542241,16:51:23:122
1139.15247399357,114.717947378925,16:51:23:135
1139.01505897517,114.753692405677,16:51:23:144
1139.38482242779,114.21850882225,16:51:23:154
1140.25856714768,113.330885381649,16:51:23:168
1139.93691174554,113.51320779146,16:51:23:176
1139.46404646409,114.118896328296,16:51:23:187
1139.25924706768,114.342497153238,16:51:23:205
1138.19692863415,114.922922009837,16:51:23:210
1136.89810877738,116.907462935612,16:51:23:222
1136.23501393675,118.454467929466,16:51:23:235
1137.8096484035,121.756828149001,16:51:23:253
1137.66280918526,122.271761133314,16:51:23:254
1136.81572389301,122.523240374009,16:51:23:271
1136.11542398224,122.831394185925,16:51:23:277
1135.6115680999,123.449277260505,16:51:23:287
1134.3178722212,123.38202026813,16:51:23:300
1133.68496848558,123.76464436561,16:51:23:310
1132.67573625673,123.541216179903,16:51:23:321
1131.60639681301,123.394447889049,16:51:23:333
1130.50729048609,123.448951555702,16:51:23:348
1130.76640628015,123.510088679709,16:51:23:355
1129.42427740386,126.28900358986,16:51:23:367
1129.21202040894,125.167059514814,16:51:23:377
1127.21439982068,125.487070276701,16:51:23:387
1098.58526549973,139.121011573368,16:51:23:398
919.30261941731,224.81904039822,16:51:23:409
287.595015181569,248.795581431831,16:51:23:517
302.801632426988,272.978023147262,16:51:23:524
298.991304760863,265.324831190163,16:51:23:537
290.687217722635,259.287934171798,16:51:23:551
285.625020249904,261.43230705727,16:51:23:558
283.148467921006,263.448690736939,16:51:23:602
281.993099189373,264.514363340495,16:51:23:621
283.069889267349,267.846476740034,16:51:23:622
