x,y,tempo
1116.04211066268,90.7908379383955,09:24:33:000
1115.41208847882,92.143855794886,09:24:33:012
1115.20968126483,92.5558290239637,09:24:33:021
1113.23074149274,91.97718243055,09:24:33:033
1110.0145354046,92.2690028142493,09:24:33:044
1106.59474020169,92.3618275706772,09:24:33:055
1106.38568132488,92.6889891310048,09:24:33:065
1105.46313311331,93.58416746849,09:24:33:076
1106.00439181916,93.3972138921618,09:24:33:087
1105.86861368624,95.833848316864,09:24:33:098
1102.60229362041,98.3486457623489,09:24:33:108
1101.57344807566,119.992135884271,09:24:33:120
1120.64292750146,271.742896632519,09:24:33:164
1101.104835236,360.72434434511,09:24:33:175
1076.32405859314,467.579261432833,09:24:33:186
927.490357608764,1115.84538255663,09:24:33:197
839.66030358797,1499.29008445206,09:24:33:208
699.18463595223,2083.0572950002,09:24:33:221
1128.56393777926,122.010933702108,09:24:33:691
1095.50095446141,79.8024793116593,09:24:33:716
1093.51345430729,94.7934621905739,09:24:33:718
1091.88410151179,106.690942095766,09:24:33:735
1092.125318592,107.670156388697,09:24:33:741
1098.80860087943,93.9581549141502,09:24:33:751
1098.5211532312,94.6168277494738,09:24:33:767
1105.8475640644,94.1332770290396,09:24:33:772
1106.40320009579,94.9482069216301,09:24:33:802
1107.6354160032,95.796391843227,09:24:33:804
1106.73100636574,96.8962820671622,09:24:33:805
1105.90248876055,98.0249240520065,09:24:33:819
1105.79157869645,97.495904649448,09:24:33:825
1106.77468966309,97.5318487524436,09:24:33:837
1108.58417533999,101.676585610767,09:24:33:848
1107.62992983089,100.421807785663,09:24:33:857
1098.62953466175,98.8722193149972,09:24:33:870
1092.60306551734,95.1958047480106,09:24:33:883
1088.78437576973,95.193690972736,09:24:33:891
1091.93919386989,94.518069242287,09:24:33:905
1092.54908059823,94.330821951315,09:24:33:917
1096.89239638141,91.6457943075066,09:24:33:931
1097.60233969128,90.0729864381646,09:24:33:936
1101.05416319424,87.313648384218,09:24:33:948
1107.31846018566,85.5775909243611,09:24:33:957
1111.89449798782,84.9705460742491,09:24:33:969
1115.79340124517,83.8024911993284,09:24:33:983
1116.5661745765,81.4742352222954,09:24:33:991
1116.18485660209,79.0753415338768,09:24:34:002
1116.91026037894,79.8022044264323,09:24:34:056
1117.05805880217,80.0774913775934,09:24:34:059
1107.43549769667,93.2089174257995,09:24:34:061
1106.09108981507,94.2132170062487,09:24:34:062
814.077701516036,97.8261032825199,09:24:34:066
663.524730938824,100.28704507314,09:24:34:070
519.747283596398,109.335262948112,09:24:34:080
482.411003356878,111.659597588584,09:24:34:091
459.958815252241,113.701045327766,09:24:34:103
446.683904247303,114.903270387049,09:24:34:113
411.199893969823,117.363959808492,09:24:34:125
446.769921658971,115.314288888251,09:24:34:135
311.477076985141,127.804954091737,09:24:34:146
287.717962259077,129.655584025877,09:24:34:157
278.911881804729,120.271213842905,09:24:34:170
286.063154267898,123.677715608272,09:24:34:180
285.577675851043,124.011634639426,09:24:34:190
277.15533748414,117.517789458625,09:24:34:203
279.103796112555,118.178223988177,09:24:34:213
276.719328101002,115.620432137917,09:24:34:223
278.130573823032,113.720585845956,09:24:34:235
278.423291354085,111.524617765718,09:24:34:250
277.219386032054,109.940151295594,09:24:34:258
274.339873280629,109.508144303926,09:24:34:269
272.843169315577,109.66481543107,09:24:34:279
266.512552127901,101.778937431827,09:24:34:290
252.37161422048,82.4085107976368,09:24:34:301
255.825867783544,82.9698040256418,09:24:34:312
259.608196433602,82.4558805325555,09:24:34:322
258.218609532917,80.5684735290453,09:24:34:337
246.561508799133,77.7533714982612,09:24:34:344
172.602404474053,80.8223700688149,09:24:34:355
162.686826886683,73.0212436330363,09:24:34:367
141.096875996482,70.2854319166997,09:24:34:378
136.817579880959,69.6227367619545,09:24:34:389
132.759426692221,64.4373199256122,09:24:34:401
131.367287099456,64.1631683831213,09:24:34:411
129.422626920547,63.574117221902,09:24:34:422
128.179277637378,56.1472566489969,09:24:34:434
127.982141934618,56.3688472994299,09:24:34:444
129.796945523414,54.8277800723362,09:24:34:455
128.820182146658,55.8286341066597,09:24:34:467
129.008581236703,52.9854788809245,09:24:34:477
-135.89997350579,238.041058276931,09:24:34:577
-135.89997350579,238.041058276931,09:24:34:587
-135.89997350579,238.041058276931,09:24:34:599
-117.38788779174,223.878041085807,09:24:34:610
-28.9936999344727,156.250415460257,09:24:34:621
-3.69794215446958,86.3285173119323,09:24:34:633
-7.17993876101276,80.1195902428403,09:24:34:643
-20.7172138158447,83.7469505940563,09:24:34:655
-109.30316581037,156.136608130108,09:24:34:743
-88.0467988024828,165.492339224914,09:24:34:754
-39.9055860884185,132.186269223047,09:24:34:767
21.5961673800228,84.6727726147423,09:24:34:777
33.0907711916172,73.1785280291167,09:24:34:813
74.9733658148578,44.857807175211,09:24:34:814
90.6385766715633,34.9331577759932,09:24:34:816
98.7552850691698,29.9547227995924,09:24:34:822
98.836606690915,24.4105550033042,09:24:34:835
99.290010148543,23.8406416817428,09:24:34:844
101.802769059039,21.2810693157984,09:24:34:855
102.058194831203,29.2603063541175,09:24:34:867
101.272530481685,30.4864485589997,09:24:34:879
109.920665729857,45.241246268123,09:24:34:897
110.206228520681,45.1129327449876,09:24:34:901
109.211062720369,41.2486373893326,09:24:34:913
110.177475175565,41.5590622559777,09:24:34:924
109.932416385973,41.4034935831331,09:24:34:935
150.58968420104,44.2540561712213,09:24:34:945
153.508225600414,44.6699256579851,09:24:34:955
190.855501213786,43.7155089437594,09:24:34:968
206.421957374549,42.1346231866064,09:24:34:978
213.629069238604,40.9237266434599,09:24:34:991
244.602351299365,54.5942627152898,09:24:35:001
244.075224008836,55.4010927117681,09:24:35:029
244.560769380871,58.2595805445538,09:24:35:032
243.010837591234,62.5726323650991,09:24:35:034
241.861093805872,70.5179217464135,09:24:35:044
244.709122038056,73.3950939803144,09:24:35:058
247.480808397006,75.4862074370024,09:24:35:078
250.686829408397,77.5590941725177,09:24:35:080
250.948878678362,77.7750530220407,09:24:35:089
248.872111912391,78.9195734446645,09:24:35:100
250.215204577097,83.1060346146637,09:24:35:111
251.749433247049,85.1458850900262,09:24:35:122
251.426750000023,88.2311799255614,09:24:35:133
262.914238191909,93.7490562814775,09:24:35:144
264.088035743132,94.3415849499379,09:24:35:157
264.284070300305,87.8451758730602,09:24:35:169
264.730801502289,88.1197242653277,09:24:35:179
264.891151424131,88.0697177611456,09:24:35:189
266.157931464603,92.8869597517141,09:24:35:202
267.506986632476,98.856237463808,09:24:35:212
265.706349676016,100.052861930779,09:24:35:223
264.845816824141,105.568030402572,09:24:35:234
267.708471167602,112.713632174345,09:24:35:246
268.988454205698,111.617282772117,09:24:35:256
268.981385413527,111.39535804756,09:24:35:270
268.694751243383,111.730633055353,09:24:35:279
268.584245468746,111.838852213487,09:24:35:288
269.358659988697,112.150193563455,09:24:35:300
263.259685852965,114.061849301057,09:24:35:311
257.682197324991,117.340116554785,09:24:35:324
187.803362604008,163.38089785751,09:24:35:334
177.408180885037,163.482986586971,09:24:35:345
173.748186741176,164.973165837029,09:24:35:355
164.362928854207,168.784373725868,09:24:35:368
162.712121620452,169.456413353176,09:24:35:378
161.969280357272,169.498549796858,09:24:35:389
159.716074853006,167.569907481386,09:24:35:401
159.211658379654,167.491624948429,09:24:35:412
159.152770838461,167.561228271276,09:24:35:422
158.641097048389,167.518807360732,09:24:35:435
156.661447122554,166.455570397468,09:24:35:445
148.717256591825,171.154144547744,09:24:35:456
151.449838754247,170.910397037097,09:24:35:468
156.62396994462,169.711398236304,09:24:35:479
176.560244885418,163.58485273239,09:24:35:488
169.810279147191,166.725192773414,09:24:35:500
167.648967412061,167.822318275295,09:24:35:510
157.716657242159,171.562267277293,09:24:35:521
153.986154539846,170.549746997735,09:24:35:534
152.544052206699,171.077218037122,09:24:35:546
151.886240282575,171.338931332184,09:24:35:555
151.873294012617,176.461169061729,09:24:35:567
151.464696566376,176.884419643481,09:24:35:577
148.166122130882,178.960511194752,09:24:35:588
151.008391710097,176.967979221101,09:24:35:600
151.984888977588,174.886321775021,09:24:35:610
153.706454458424,175.471355660732,09:24:35:620
154.559981803005,175.320392575592,09:24:35:633
157.156677792748,175.029096572879,09:24:35:643
158.411450311225,177.283318931882,09:24:35:655
161.366238930402,181.153440884435,09:24:35:667
164.306364556356,186.889473297389,09:24:35:678
167.459380416135,192.799550426797,09:24:35:688
168.760746227482,203.186987412638,09:24:35:700
169.230040974958,216.32099017382,09:24:35:710
169.309818247744,216.83385526177,09:24:35:720
172.169155385198,216.354651212678,09:24:35:734
175.257930787683,210.167399575493,09:24:35:745
175.393085235464,209.992472465495,09:24:35:757
176.864362821967,208.748173122462,09:24:35:769
177.112504617028,209.845432795479,09:24:35:778
177.238087958774,210.131478893865,09:24:35:790
176.334223906396,213.840737979203,09:24:35:804
175.59242032876,219.893554728851,09:24:35:814
174.842988022303,222.514604998173,09:24:35:821
177.010312165222,221.037989918861,09:24:35:833
172.559603680285,217.131653205158,09:24:35:845
171.912860388541,216.449463376232,09:24:35:855
167.767809217737,219.570502443536,09:24:35:869
174.015366781243,225.881189923424,09:24:35:879
174.130484330688,226.021539950541,09:24:35:889
180.179185436487,223.456750946148,09:24:35:903
180.613480859962,222.979573812532,09:24:35:911
180.68843502299,222.802113540119,09:24:35:922
176.990837419886,217.898864299064,09:24:35:936
179.943630837066,215.729190688495,09:24:35:945
180.037969601455,215.533105235026,09:24:35:954
180.928828733541,213.787289121565,09:24:35:967
184.362623326691,211.282763217054,09:24:35:979
184.650288206992,211.042273399587,09:24:35:988
184.923394286606,211.249202939838,09:24:36:001
186.244048918942,211.044281050513,09:24:36:012
186.414953897017,211.260746142589,09:24:36:022
188.525959197124,212.958588517364,09:24:36:033
188.294361718193,212.927699926176,09:24:36:045
188.230981940683,212.930223795331,09:24:36:055
187.769316654429,213.527372410035,09:24:36:069
187.712079491528,214.303294880047,09:24:36:084
198.121124508475,246.721188923538,09:24:36:089
219.911995771352,353.098944022808,09:24:36:102
216.373187690151,342.913733563632,09:24:36:111
214.10708131458,343.023272412133,09:24:36:122
204.264035584188,341.020990354709,09:24:36:134
212.060395791673,351.669165068869,09:24:36:144
213.744421309694,355.01423538612,09:24:36:154
213.729448329071,354.558537486887,09:24:36:166
212.105046101452,352.618669768085,09:24:36:177
212.951193036141,353.249473266904,09:24:36:187
220.605550245923,360.814344687755,09:24:36:199
228.889385775938,369.776224181325,09:24:36:210
229.203424641821,370.206463772721,09:24:36:220
230.098111389264,370.809477738405,09:24:36:233
229.56651578603,367.82939178465,09:24:36:243
229.507461075441,368.086626335182,09:24:36:253
229.952826699036,372.414600760261,09:24:36:266
230.392724589108,372.674438759396,09:24:36:277
232.848122393795,375.257525494816,09:24:36:287
241.731728741293,383.050101208355,09:24:36:299
243.003504275843,370.412951370919,09:24:36:310
249.424453961562,370.551256267737,09:24:36:320
248.255201926906,380.341425681752,09:24:36:333
246.214738105521,383.361166834895,09:24:36:343
245.833257650694,383.826360155525,09:24:36:353
245.635216547378,385.720006041053,09:24:36:366
245.074827488412,384.999044377326,09:24:36:376
248.605283958545,385.226750304695,09:24:36:386
252.900921500144,384.61571494195,09:24:36:399
283.814301897169,371.692071222524,09:24:36:410
294.987477394493,364.93144959406,09:24:36:420
310.913166324909,363.69285312045,09:24:36:432
313.077577588967,362.438192146782,09:24:36:443
315.012914837174,362.380065010644,09:24:36:454
317.97719828125,358.50334674551,09:24:36:466
313.271078621108,352.096576097905,09:24:36:478
312.002589975976,351.296305040237,09:24:36:488
309.810670400595,346.234399342583,09:24:36:500
309.709522372747,346.081031684234,09:24:36:511
305.479789507954,338.841722662244,09:24:36:521
304.434809394834,332.48121591637,09:24:36:532
302.613987978577,319.452819604972,09:24:36:544
302.808977036673,319.051588720025,09:24:36:555
303.501202779565,313.491705103061,09:24:36:567
303.278607756692,311.764351028774,09:24:36:578
303.332940716097,310.85673198641,09:24:36:587
302.847782187164,308.973545744316,09:24:36:599
302.738067654123,308.709177237918,09:24:36:610
303.557381373454,303.739656775459,09:24:36:621
301.360791594577,295.534754483177,09:24:36:665
302.442524884051,296.822610637293,09:24:36:675
302.390363996333,297.746709907856,09:24:36:686
303.300034708405,313.632276847258,09:24:36:698
-72.2085441477499,-97.6074972866959,09:25:11:003
-72.2085441477499,-97.6074972866959,09:25:11:013
-40.0598199390617,-111.153447185545,09:25:11:026
10.9994896476194,-95.1625673309294,09:25:11:036
5.35993221815277,-93.6292704196969,09:25:11:046
15.8838340097271,-93.1532788705998,09:25:11:058
35.602336756252,-45.6967780504637,09:25:11:069
35.9176115962897,-46.7806303932272,09:25:11:079
45.9512567756146,-21.7693489120559,09:25:11:091
81.9134737729292,49.1153962055867,09:25:11:101
86.9099165792613,56.729359800202,09:25:11:111
109.773630126109,99.4833585597664,09:25:11:124
117.614800994079,116.721643670864,09:25:11:135
120.941445718036,123.100320580112,09:25:11:145
127.514309809142,132.453294675293,09:25:11:158
125.644829469874,128.12772969784,09:25:11:169
125.711926666781,128.006039657369,09:25:11:178
123.828631225709,125.003725593415,09:25:11:191
132.034858200359,133.063210446351,09:25:11:201
136.402372785158,134.161258014645,09:25:11:212
140.247927083604,134.435047962144,09:25:11:224
197.212663153162,152.769011735822,09:25:11:235
202.045452322088,154.354501471742,09:25:11:245
235.033819887626,166.131926635037,09:25:11:258
235.589880797847,169.550401184309,09:25:11:268
232.621692348736,170.979647569519,09:25:11:278
218.685634945322,177.957887589371,09:25:11:291
222.205899503621,194.58723375193,09:25:11:301
222.630903923367,198.38555821591,09:25:11:311
220.608643890357,206.184168435051,09:25:11:324
