x,y,tempo
1145.48853175205,106.794615152053,15:36:13:003
1145.36664256,107.200579056675,15:36:13:009
1145.44541361613,106.956797341258,15:36:13:020
1145.45568779436,107.718863507059,15:36:13:031
1145.32571006647,107.969299109897,15:36:13:041
1145.3317416743,108.676325670313,15:36:13:053
1145.22088194643,108.886766458188,15:36:13:064
1145.04505962437,109.38040951143,15:36:13:074
1145.0589907723,110.152435693457,15:36:13:087
1145.23306073971,110.434021719069,15:36:13:099
1144.55468423512,110.298388695117,15:36:13:109
1139.71324261548,110.275296532264,15:36:13:120
1142.25461829343,110.457861603275,15:36:13:132
1142.65790782676,111.261327636393,15:36:13:142
1140.66144952578,118.619452292632,15:36:13:153
1140.35951654451,119.16546446243,15:36:13:167
1140.26960979584,119.440767446127,15:36:13:176
1138.95063260467,117.618624164725,15:36:13:187
1139.43296502178,117.970201650025,15:36:13:198
1139.93953061512,117.987390183024,15:36:13:208
1140.46943282445,118.133195526014,15:36:13:222
1141.23176361118,117.793811969778,15:36:13:234
1141.3365032449,117.604247846199,15:36:13:254
1140.90582566428,116.236038158589,15:36:13:259
1139.31198539464,114.787178357262,15:36:13:269
1138.64026520961,112.23196138913,15:36:13:277
1140.12215254313,112.313777207463,15:36:13:287
1141.61285563288,115.472946260472,15:36:13:310
1141.96959096925,115.969703030726,15:36:13:317
1142.15088074936,116.449744345271,15:36:13:332
1141.73399493978,115.951366430318,15:36:13:338
1142.13619841596,116.824032839608,15:36:13:341
1141.99619186532,116.999746480359,15:36:13:358
1141.54388272568,117.508805360091,15:36:13:369
1138.91924603899,119.621269788305,15:36:13:374
1138.34069185551,120.129803701555,15:36:13:387
1138.37752761938,120.08983581608,15:36:13:402
1139.14896792976,120.421649098399,15:36:13:408
1140.52929756071,120.845524313499,15:36:13:421
1140.22393173516,121.218057191804,15:36:13:434
1137.76604553472,121.60163039614,15:36:13:441
1137.4748300183,121.636660462773,15:36:13:454
1137.99316052229,121.351265359001,15:36:13:467
1140.49845988924,120.829301104138,15:36:13:474
1140.61077977458,120.435862879092,15:36:13:487
1140.37454862416,120.342106239635,15:36:13:498
1140.29401026796,120.125168285202,15:36:13:508
1138.76528274959,119.288489976385,15:36:13:521
1136.6098265342,118.246481992886,15:36:13:532
1133.92280991161,117.111464706564,15:36:13:541
1133.8070378654,117.540246255927,15:36:13:553
1133.07429971002,117.647887009048,15:36:13:569
1132.55791203201,118.290017343677,15:36:13:574
1132.25374775495,119.65735795213,15:36:13:615
1131.90257748793,118.842202772327,15:36:13:621
1131.52675703322,115.565093430578,15:36:13:638
1131.7732324589,117.788356332275,15:36:13:643
1132.72542411032,117.643795859217,15:36:13:645
1131.95310625425,116.298646221948,15:36:13:648
891.203979711575,181.53382425636,15:36:13:654
916.393428932668,174.212623288712,15:36:13:665
866.271007796934,181.063350701338,15:36:13:675
605.667727062574,205.862455346256,15:36:13:687
523.515144151757,215.135053758192,15:36:13:697
476.858796414753,219.162102465903,15:36:13:707
451.724568635104,221.487400925541,15:36:13:719
428.928383202611,222.726852766583,15:36:13:731
390.238333844456,224.914601316295,15:36:13:740
360.159944898978,227.003598632981,15:36:13:752
350.784415389381,227.338123247611,15:36:13:763
312.548977619871,224.99177965686,15:36:13:776
310.182838514477,224.62901455607,15:36:13:787
308.347275833909,223.820205807477,15:36:13:798
307.635570465493,223.992866390271,15:36:13:807
305.504408046291,223.659345199002,15:36:13:821
305.446938983926,223.394523452809,15:36:13:833
305.255784975583,223.4423295781,15:36:13:841
304.344125755742,223.146591069842,15:36:13:852
303.345467940051,223.097350753038,15:36:13:864
302.539425067334,223.397299049375,15:36:13:874
302.486994153681,223.367271298573,15:36:13:886
303.058505836257,224.360587407289,15:36:13:897
317.036577680005,231.326075298801,15:36:13:907
345.544689987744,238.229920835457,15:36:13:920
485.807989144406,269.470085994104,15:36:13:932
606.605708095514,296.340602053255,15:36:13:941
646.584557717824,301.958914046064,15:36:13:952
670.829896399388,304.967223405243,15:36:13:964
690.669201705061,306.995560109235,15:36:13:974
711.257811763612,309.413156894686,15:36:13:986
751.477188872817,315.791964778121,15:36:13:997
829.691855838786,323.357968190217,15:36:14:007
837.152649849292,330.436260855174,15:36:14:019
837.973152797326,331.636379070362,15:36:14:031
839.906855427818,326.304220042589,15:36:14:041
840.018165850496,324.806564142213,15:36:14:053
841.720940251478,328.90998859395,15:36:14:064
841.620675426019,331.07811959091,15:36:14:073
842.288966458578,334.060985103569,15:36:14:085
842.895005330857,334.648440917314,15:36:14:096
842.216720691371,334.314999646863,15:36:14:107
841.524322649115,334.309610534341,15:36:14:118
841.380409881044,334.673905915899,15:36:14:130
842.369620489126,331.439543672585,15:36:14:140
842.315602365389,331.631936547609,15:36:14:151
842.16692896833,331.447565267858,15:36:14:163
614.288517336754,479.942416044822,15:36:14:274
614.288517336754,479.942416044822,15:36:14:285
614.772546035663,471.185626946576,15:36:14:297
615.010535697932,466.880044891746,15:36:14:307
615.16938484152,445.758830068095,15:36:14:320
617.720100762763,407.599931038228,15:36:14:331
618.468099048999,404.294515753919,15:36:14:341
618.784414093417,403.53035972641,15:36:14:352
618.429221524817,401.744740333806,15:36:14:363
618.163095186627,397.426999167395,15:36:14:374
617.769205425099,395.094595704622,15:36:14:385
619.72733111662,360.976622634383,15:36:14:397
619.42439330015,362.017964881223,15:36:14:410
619.546041813862,361.730174239027,15:36:14:419
619.201548667671,362.396358404309,15:36:14:430
620.525150188486,361.630264333184,15:36:14:450
621.271343319785,362.27620936501,15:36:14:454
621.095231018428,362.638302575735,15:36:14:463
623.460329614365,362.350097614814,15:36:14:473
623.420510009876,362.003141083674,15:36:14:485
622.208636841408,359.59221286534,15:36:14:497
610.660369316401,358.640638068081,15:36:14:507
546.428048776654,336.588843437794,15:36:14:518
509.101800626198,322.99843681826,15:36:14:530
449.666062606622,299.412257093928,15:36:14:540
445.233187954762,297.440351718738,15:36:14:551
433.499414281527,292.578593456702,15:36:14:564
415.094208162192,285.046802524352,15:36:14:573
404.121677964938,280.237878336554,15:36:14:589
327.241643148269,248.096365267372,15:36:14:600
277.561991110045,225.056022765745,15:36:14:613
272.188564554456,222.264151928844,15:36:14:620
272.475682380391,222.865254844933,15:36:14:631
271.923212037284,222.215535461216,15:36:14:643
272.001859996191,222.596166104705,15:36:14:652
271.863066943604,222.23674390146,15:36:14:699
270.511782912119,220.485218545886,15:36:14:703
269.405182601296,217.849349684733,15:36:14:706
269.707794312838,218.232338552589,15:36:14:708
269.861401474441,218.352194603901,15:36:14:711
269.70171253395,217.667082487639,15:36:14:718
271.161343530548,217.200742919587,15:36:14:730
270.398996956972,216.147757820236,15:36:14:744
270.904145830998,219.321336161834,15:36:14:753
269.733458376079,219.231305931946,15:36:14:764
269.115910228605,220.097276638246,15:36:14:775
269.033284200194,219.998521206202,15:36:14:786
266.119798446589,216.801621264295,15:36:14:798
265.799921843935,216.487931410121,15:36:14:808
265.227654790108,215.883973504632,15:36:14:819
264.576389076988,215.994588787941,15:36:14:842
266.049607986504,217.692103486259,15:36:14:848
266.984805253597,217.984655500936,15:36:14:856
265.200946521845,215.580895658101,15:36:14:866
264.452298175165,212.938565791718,15:36:14:875
261.175363122175,209.050754357219,15:36:14:885
261.549123238737,209.066040444812,15:36:14:896
261.904930253883,211.200977055219,15:36:14:907
262.405945446292,212.622579029403,15:36:14:918
262.793162354411,214.410879347653,15:36:14:930
262.720061916784,214.71454902386,15:36:14:941
262.654691625592,215.050877671968,15:36:14:952
261.337775324376,215.824283004471,15:36:14:964
261.879148913386,216.77751629,15:36:14:974
252.47244338859,216.816316206833,15:36:14:985
251.777759202455,218.61887260855,15:36:14:997
232.767627044171,214.238842784129,15:36:15:007
